Didok number;Stop name;Date ;Public holiday;Weekday;Nationaler Feiertag;Service Typ;Service;Closed;From 1;until1;From 1;until3;From 1;until3;Company;Schlüssel;OPUIC
8339;Lyss BLS;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;;07:45;12:15;13:15;16:45;;;BLS;8339-2024-05-20T00:00:00-9999;8508339
8391;Stans;2024-08-15;Maria Himmelfahrt;Thursday;ja;700;Gepäckaufbewahrung;;07:15;17:00;;;;;ZB;8391-2024-08-15T00:00:00-700;8508391
8391;Stans;2024-08-15;Maria Himmelfahrt;Thursday;ja;1000;Geldwechsel;;07:15;17:00;;;;;ZB;8391-2024-08-15T00:00:00-1000;8508391
8391;Stans;2024-08-01;Bundesfeiertag;Thursday;ja;1100;Western Union;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-08-01T00:00:00-1100;8508391
8391;Stans;2024-05-30;Fronleichnam;Thursday;ja;2102;Reisebüro KTU;;07:15;17:00;;;;;ZB;8391-2024-05-30T00:00:00-2102;8508391
8391;Stans;2024-05-30;Fronleichnam;Thursday;ja;2123;DHL;;07:15;17:00;;;;;ZB;8391-2024-05-30T00:00:00-2123;8508391
8391;Stans;2024-05-20;Pfingstmontag;Monday;ja;1100;Western Union;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-05-20T00:00:00-1100;8508391
8391;Stans;2024-05-19;Pfingsten;Sunday;ja;100;Billette, Abonnemente, Freizeitangebote;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-05-19T00:00:00-100;8508391
8391;Stans;2024-05-19;Pfingsten;Sunday;ja;2102;Reisebüro KTU;ja;;;;;;;ZB;8391-2024-05-19T00:00:00-2102;8508391
8391;Stans;2024-05-09;Auffahrt;Thursday;ja;1000;Geldwechsel;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-05-09T00:00:00-1000;8508391
8391;Stans;2024-04-01;Ostermontag;Monday;ja;700;Gepäckaufbewahrung;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-04-01T00:00:00-700;8508391
8789;Sörenberg, Post;2024-03-29;Karfreitag;Friday;ja;500;Gepäck;ja;;;;;;;POST;8789-2024-03-29T00:00:00-500;8508789
9000;Chur;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;;07:30;18:00;;;;;SBB;9000-2024-08-01T00:00:00-9999;8509000
9000;Chur;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;;07:30;18:00;;;;;SBB;9000-2024-04-01T00:00:00-9999;8509000
9000;Chur;2024-03-28;Gründonnerstag;Thursday;ja;9999;Alle Services;;07:30;18:00;;;;;SBB;9000-2024-03-28T00:00:00-9999;8509000
9002;Landquart;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;;07:30;12:00;13:00;17:00;;;SBB;9002-2024-08-01T00:00:00-9999;8509002
9002;Landquart;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;;07:30;12:00;13:00;17:00;;;SBB;9002-2024-04-01T00:00:00-9999;8509002
9255;Pontresina;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;RhB;9255-2024-05-20T00:00:00-9999;8509255
9262;Zernez;2024-03-29;Karfreitag;Friday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;RhB;9262-2024-03-29T00:00:00-100;8509262
9340;Bellinzona, Ufficio Postale;2024-08-01;Bundesfeiertag;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;PAG;9340-2024-08-01T00:00:00-100;8509340
9340;Bellinzona, Ufficio Postale;2024-06-29;St. Peter und Paul;Saturday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;PAG;9340-2024-06-29T00:00:00-100;8509340
9404;Buchs SG;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;;08:00;12:00;13:00;17:00;;;SBB;9404-2024-08-01T00:00:00-9999;8509404
9404;Buchs SG;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;;08:00;12:00;13:00;17:00;;;SBB;9404-2024-05-19T00:00:00-9999;8509404
9404;Buchs SG;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;;08:00;12:00;13:00;17:00;;;SBB;9404-2024-05-09T00:00:00-9999;8509404
9411;Sargans;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;;08:00;12:00;13:00;17:30;;;SBB;9411-2024-05-20T00:00:00-9999;8509411
9411;Sargans;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;;08:00;12:00;13:00;17:30;;;SBB;9411-2024-05-09T00:00:00-9999;8509411
9411;Sargans;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;;08:00;12:00;13:00;17:30;;;SBB;9411-2024-03-31T00:00:00-9999;8509411
9881;Sils/Segl Maria;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;;09:00;12:00;15:00;18:00;;;SBC;9881-2024-05-19T00:00:00-9999;8509881
9881;Sils/Segl Maria;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;;09:00;12:00;15:00;18:00;;;SBC;9881-2024-03-29T00:00:00-9999;8509881
9881;Sils/Segl Maria;2024-03-28;Gründonnerstag;Thursday;ja;9999;Alle Services;;09:00;12:00;13:00;17:00;;;SBC;9881-2024-03-28T00:00:00-9999;8509881
9882;Silvaplana, Tourist Information;2024-03-30;Ostersamstag;Saturday;ja;9999;Alle Services;;08:00;12:00;14:00;16:00;;;SBC;9882-2024-03-30T00:00:00-9999;8509882
9882;Silvaplana, Tourist Information;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;;08:00;12:00;14:00;16:00;;;SBC;9882-2024-03-29T00:00:00-9999;8509882
10092;Grimentz, office du tourisme;2024-05-30;Fronleichnam;Thursday;ja;500;Gepäck;;09:00;13:00;;;;;POST;10092-2024-05-30T00:00:00-500;8510092
10403;Lausanne-Flon PDC TL;2024-08-01;Bundesfeiertag;Thursday;ja;2138;Meldestelle für Straftaten;ja;;;;;;;TL;10403-2024-08-01T00:00:00-2138;8510403
10858;Monthey;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;ja;;;;;;;TMR;10858-2024-08-01T00:00:00-9999;8510858
16273;Genève-Eaux-Vives;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;16273-2024-04-01T00:00:00-9999;8516273
16965;Meiringen;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;ZB;16965-2024-05-09T00:00:00-9999;8516965
17099;Stadtfiliale Basel;2024-05-18;Pfingstsamstag;Saturday;ja;9999;Alle Services;;09:00;17:00;;;;;SBB;17099-2024-05-18T00:00:00-9999;8517099
17099;Stadtfiliale Basel;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;17099-2024-03-31T00:00:00-9999;8517099
18053;Spreitenbach Tivoli;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;18053-2024-05-09T00:00:00-9999;8518053
18424;Schüpfheim;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;BLS;18424-2024-04-01T00:00:00-9999;8518424
19152;Biel/Bienne VB;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;VB;19152-2024-05-20T00:00:00-9999;8519152
19152;Biel/Bienne VB;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;VB;19152-2024-03-29T00:00:00-9999;8519152
10;Basel SBB;2024-08-01;Bundesfeiertag;Thursday;ja;500;Gepäck;;09:00;18:00;;;;;SBB;10-2024-08-01T00:00:00-500;8500010
10;Basel SBB;2024-08-01;Bundesfeiertag;Thursday;ja;1100;Western Union;;09:30;18:00;;;;;SBB;10-2024-08-01T00:00:00-1100;8500010
10;Basel SBB;2024-05-20;Pfingstmontag;Monday;ja;500;Gepäck;;09:00;18:00;;;;;SBB;10-2024-05-20T00:00:00-500;8500010
10;Basel SBB;2024-05-09;Auffahrt;Thursday;ja;1000;Geldwechsel;;09:30;18:00;;;;;SBB;10-2024-05-09T00:00:00-1000;8500010
10;Basel SBB;2024-05-01;Tag der Arbeit;Wednesday;ja;500;Gepäck;;09:00;18:00;;;;;SBB;10-2024-05-01T00:00:00-500;8500010
10;Basel SBB;2024-05-01;Tag der Arbeit;Wednesday;ja;1000;Geldwechsel;;09:30;18:00;;;;;SBB;10-2024-05-01T00:00:00-1000;8500010
10;Basel SBB;2024-05-01;Tag der Arbeit;Wednesday;ja;2116;InfoPoint;;08:00;21:30;;;;;SBB;10-2024-05-01T00:00:00-2116;8500010
10;Basel SBB;2024-03-29;Karfreitag;Friday;ja;100;Billette, Abonnemente, Freizeitangebote;;06:00;21:00;;;;;SBB;10-2024-03-29T00:00:00-100;8500010
10;Basel SBB;2024-03-29;Karfreitag;Friday;ja;1100;Western Union;;09:30;18:00;;;;;SBB;10-2024-03-29T00:00:00-1100;8500010
23;Liestal;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;23-2024-04-01T00:00:00-9999;8500023
105;Moutier;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;CFF;105-2024-05-19T00:00:00-9999;8500105
105;Moutier;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;CFF;105-2024-05-09T00:00:00-9999;8500105
105;Moutier;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;CFF;105-2024-04-01T00:00:00-9999;8500105
105;Moutier;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;CFF;105-2024-03-29T00:00:00-9999;8500105
109;Delémont;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;;08:00;12:00;13:30;17:00;;;CFF;109-2024-04-01T00:00:00-9999;8500109
113;Laufen;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;113-2024-05-20T00:00:00-9999;8500113
113;Laufen;2024-05-01;Tag der Arbeit;Wednesday;ja;9999;Alle Services;ja;;;;;;;SBB;113-2024-05-01T00:00:00-9999;8500113
113;Laufen;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;113-2024-03-31T00:00:00-9999;8500113
118;Dornach-Arlesheim;2024-03-30;Ostersamstag;Saturday;ja;9999;Alle Services;;09:00;12:00;13:00;15:30;;;SBB;118-2024-03-30T00:00:00-9999;8500118
126;Porrentruy;2024-05-01;Tag der Arbeit;Wednesday;ja;9999;Alle Services;ja;;;;;;;CFF;126-2024-05-01T00:00:00-9999;8500126
207;Solothurn;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;;09:00;17:00;;;;;SBB;207-2024-05-20T00:00:00-9999;8500207
207;Solothurn;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;;09:00;17:00;;;;;SBB;207-2024-05-19T00:00:00-9999;8500207
207;Solothurn;2024-05-18;Pfingstsamstag;Saturday;ja;9999;Alle Services;;09:00;17:00;;;;;SBB;207-2024-05-18T00:00:00-9999;8500207
207;Solothurn;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;;09:00;17:00;;;;;SBB;207-2024-04-01T00:00:00-9999;8500207
207;Solothurn;2024-03-29;Karfreitag;Friday;ja;1400;Velovermietung;;10:00;17:00;;;;;SBB;207-2024-03-29T00:00:00-1400;8500207
212;Oensingen;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;212-2024-03-31T00:00:00-9999;8500212
212;Oensingen;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;212-2024-03-29T00:00:00-9999;8500212
218;Olten;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;;09:00;18:30;;;;;SBB;218-2024-05-09T00:00:00-9999;8500218
218;Olten;2024-03-30;Ostersamstag;Saturday;ja;9999;Alle Services;;08:00;18:30;;;;;SBB;218-2024-03-30T00:00:00-9999;8500218
218;Olten;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;;09:00;18:30;;;;;SBB;218-2024-03-29T00:00:00-9999;8500218
294;Balsthal;2024-05-30;Fronleichnam;Thursday;ja;9999;Alle Services;ja;;;;;;;OeBB;294-2024-05-30T00:00:00-9999;8500294
294;Balsthal;2024-05-01;Tag der Arbeit;Wednesday;ja;9999;Alle Services;ja;;;;;;;OeBB;294-2024-05-01T00:00:00-9999;8500294
301;Rheinfelden;2024-07-31;Tag vor Bundesfeier;Wednesday;ja;9999;Alle Services;;09:00;16:00;;;;;SBB;301-2024-07-31T00:00:00-9999;8500301
301;Rheinfelden;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;301-2024-05-09T00:00:00-9999;8500301
309;Brugg AG;2024-05-18;Pfingstsamstag;Saturday;ja;9999;Alle Services;;08:00;17:00;;;;;SBB;309-2024-05-18T00:00:00-9999;8500309
309;Brugg AG;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;;08:30;12:00;13:00;17:00;;;SBB;309-2024-05-09T00:00:00-9999;8500309
309;Brugg AG;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;;08:30;12:00;13:00;17:00;;;SBB;309-2024-03-29T00:00:00-9999;8500309
1008;Genève;2024-05-20;Pfingstmontag;Monday;ja;1100;Western Union;;07:00;20:00;;;;;CFF;1008-2024-05-20T00:00:00-1100;8501008
1008;Genève;2024-03-31;Ostern;Sunday;ja;1000;Geldwechsel;;07:00;20:00;;;;;CFF;1008-2024-03-31T00:00:00-1000;8501008
1008;Genève;2024-03-29;Karfreitag;Friday;ja;100;Billette, Abonnemente, Freizeitangebote;;07:00;20:00;;;;;CFF;1008-2024-03-29T00:00:00-100;8501008
1026;Genève-Aéroport;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;;07:30;20:15;;;;;CFF;1026-2024-05-09T00:00:00-9999;8501026
1026;Genève-Aéroport;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;;07:30;20:15;;;;;CFF;1026-2024-04-01T00:00:00-9999;8501026
1030;Nyon;2024-05-10;Auffahrtsbrücke;Friday;ja;9999;Alle Services;;08:00;12:00;13:30;17:00;;;CFF;1030-2024-05-10T00:00:00-9999;8501030
1037;Morges;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;;08:00;11:50;13:10;17:00;;;CFF;1037-2024-08-01T00:00:00-9999;8501037
1052;Genève Balexert;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;CFF;1052-2024-05-09T00:00:00-9999;8501052
1052;Genève Balexert;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;CFF;1052-2024-03-29T00:00:00-9999;8501052
1118;Renens VD;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;CFF;1118-2024-05-09T00:00:00-9999;8501118
1120;Lausanne;2024-04-01;Ostermontag;Monday;ja;900;Fundservice;;09:00;18:30;;;;;CFF;1120-2024-04-01T00:00:00-900;8501120
1120;Lausanne;2024-04-01;Ostermontag;Monday;ja;1100;Western Union;;10:00;18:00;;;;;CFF;1120-2024-04-01T00:00:00-1100;8501120
1120;Lausanne;2024-04-01;Ostermontag;Monday;ja;1400;Velovermietung;;09:00;18:30;;;;;CFF;1120-2024-04-01T00:00:00-1400;8501120
1173;Echallens;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;LEB;1173-2024-03-31T00:00:00-9999;8501173
1200;Vevey;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;;08:00;12:00;13:30;16:30;;;CFF;1200-2024-03-29T00:00:00-9999;8501200
1300;Montreux;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;;08:30;12:00;13:30;17:30;;;CFF;1300-2024-04-01T00:00:00-9999;8501300
1400;Aigle;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;ja;;;;;;;CFF;1400-2024-08-01T00:00:00-9999;8501400
1400;Aigle;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;CFF;1400-2024-03-29T00:00:00-9999;8501400
1506;Sion;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;;08:30;12:00;13:30;17:30;;;CFF;1506-2024-08-01T00:00:00-9999;8501506
1506;Sion;2024-05-31;Fronleichnamsbrücke;Friday;;9999;Alle Services;;08:30;12:00;13:30;17:30;;;CFF;1506-2024-05-31T00:00:00-9999;8501506
1509;Sierre/Siders;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;CFF;1509-2024-05-09T00:00:00-9999;8501509
1509;Sierre/Siders;2024-03-19;St. Josef;Tuesday;ja;9999;Alle Services;ja;;;;;;;CFF;1509-2024-03-19T00:00:00-9999;8501509
1605;Visp;2024-05-30;Fronleichnam;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;1605-2024-05-30T00:00:00-9999;8501605
1609;Brig;2024-08-15;Maria Himmelfahrt;Thursday;ja;9999;Alle Services;;08:00;12:00;13:30;17:30;;;SBB;1609-2024-08-15T00:00:00-9999;8501609
1609;Brig;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;;08:00;12:00;13:30;17:30;;;SBB;1609-2024-08-01T00:00:00-9999;8501609
2001;Zofingen;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;2001-2024-05-20T00:00:00-9999;8502001
2001;Zofingen;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;2001-2024-05-19T00:00:00-9999;8502001
2001;Zofingen;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;2001-2024-04-01T00:00:00-9999;8502001
2007;Sursee;2024-08-14;Tag vor Himmelfahrt;Wednesday;;9999;Alle Services;;07:30;16:00;;;;;SBB;2007-2024-08-14T00:00:00-9999;8502007
2007;Sursee;2024-05-29;Tag vor Fronleichnam;Wednesday;;9999;Alle Services;;07:30;16:00;;;;;SBB;2007-2024-05-29T00:00:00-9999;8502007
2007;Sursee;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;2007-2024-05-20T00:00:00-9999;8502007
2007;Sursee;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;2007-2024-03-29T00:00:00-9999;8502007
2021;Emmenbrücke;2024-08-15;Maria Himmelfahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;2021-2024-08-15T00:00:00-9999;8502021
2021;Emmenbrücke;2024-08-14;Tag vor Maria Himmelfahrt;Wednesday;;9999;Alle Services;;08:00;17:00;;;;;SBB;2021-2024-08-14T00:00:00-9999;8502021
2021;Emmenbrücke;2024-07-31;Tag vor Bundesfeier;Wednesday;ja;9999;Alle Services;;08:00;17:00;;;;;SBB;2021-2024-07-31T00:00:00-9999;8502021
2021;Emmenbrücke;2024-05-30;Fronleichnam;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;2021-2024-05-30T00:00:00-9999;8502021
2021;Emmenbrücke;2024-05-08;Mittwoch vor Auffahrt;Wednesday;ja;9999;Alle Services;;08:00;17:00;;;;;SBB;2021-2024-05-08T00:00:00-9999;8502021
2021;Emmenbrücke;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;2021-2024-04-01T00:00:00-9999;8502021
2021;Emmenbrücke;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;2021-2024-03-29T00:00:00-9999;8502021
2024;Hochdorf;2024-08-15;Maria Himmelfahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;2024-2024-08-15T00:00:00-9999;8502024
2024;Hochdorf;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;2024-2024-03-31T00:00:00-9999;8502024
2113;Aarau;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;;09:00;18:00;;;;;SBB;2113-2024-05-09T00:00:00-9999;8502113
2113;Aarau;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;;09:00;18:00;;;;;SBB;2113-2024-03-29T00:00:00-9999;8502113
2202;Rotkreuz;2024-05-30;Fronleichnam;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;2202-2024-05-30T00:00:00-9999;8502202
2202;Rotkreuz;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;2202-2024-05-20T00:00:00-9999;8502202
2202;Rotkreuz;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;2202-2024-05-19T00:00:00-9999;8502202
2204;Zug;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;;07:45;19:00;;;;;SBB;2204-2024-03-31T00:00:00-9999;8502204
2206;Baar;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;2206-2024-05-19T00:00:00-9999;8502206
2206;Baar;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;2206-2024-03-29T00:00:00-9999;8502206
2213;Wohlen AG;2024-05-30;Fronleichnam;Thursday;ja;9999;Alle Services;;08:30;12:00;13:00;17:00;;;SBB;2213-2024-05-30T00:00:00-9999;8502213
2222;Bonstetten-Wettswil;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;2222-2024-05-20T00:00:00-9999;8502222
2222;Bonstetten-Wettswil;2024-03-31;Ostern;Sunday;ja;2139;Aufgabezeiten für den Versand von Fluggepäck nach Flughafen Zürich;ja;;;;;;;SBB;2222-2024-03-31T00:00:00-2139;8502222
2224;Affoltern am Albis;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;2224-2024-05-19T00:00:00-9999;8502224
2224;Affoltern am Albis;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;2224-2024-05-09T00:00:00-9999;8502224
2224;Affoltern am Albis;2024-05-01;Tag der Arbeit;Wednesday;ja;9999;Alle Services;ja;;;;;;;SBB;2224-2024-05-01T00:00:00-9999;8502224
2978;Zug ZVB;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;ja;;;;;;;ZVB;2978-2024-08-01T00:00:00-9999;8502978
2978;Zug ZVB;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;ZVB;2978-2024-04-01T00:00:00-9999;8502978
3000;Zürich HB;2024-08-01;Bundesfeiertag;Thursday;ja;500;Gepäck;;08:30;19:00;;;;;SBB;3000-2024-08-01T00:00:00-500;8503000
3000;Zürich HB;2024-08-01;Bundesfeiertag;Thursday;ja;1100;Western Union;;08:00;20:00;;;;;SBB;3000-2024-08-01T00:00:00-1100;8503000
3000;Zürich HB;2024-05-20;Pfingstmontag;Monday;ja;1000;Geldwechsel;;08:00;20:00;;;;;SBB;3000-2024-05-20T00:00:00-1000;8503000
3000;Zürich HB;2024-05-20;Pfingstmontag;Monday;ja;1100;Western Union;;08:00;20:00;;;;;SBB;3000-2024-05-20T00:00:00-1100;8503000
3000;Zürich HB;2024-05-09;Auffahrt;Thursday;ja;1400;Velovermietung;;08:30;19:00;;;;;SBB;3000-2024-05-09T00:00:00-1400;8503000
3000;Zürich HB;2024-05-01;Tag der Arbeit;Wednesday;ja;900;Fundservice;;08:30;19:00;;;;;SBB;3000-2024-05-01T00:00:00-900;8503000
3000;Zürich HB;2024-05-01;Tag der Arbeit;Wednesday;ja;1100;Western Union;;08:00;20:00;;;;;SBB;3000-2024-05-01T00:00:00-1100;8503000
3000;Zürich HB;2024-03-31;Ostern;Sunday;ja;500;Gepäck;;08:30;19:00;;;;;SBB;3000-2024-03-31T00:00:00-500;8503000
3001;Zürich Altstetten;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;3001-2024-03-29T00:00:00-9999;8503001
3003;Zürich Stadelhofen;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;;06:45;18:45;;;;;SBB;3003-2024-05-09T00:00:00-9999;8503003
3006;Zürich Oerlikon;2024-08-01;Bundesfeiertag;Thursday;ja;2104;Saisonal geschlossen;;08:00;18:00;;;;;SBB;3006-2024-08-01T00:00:00-2104;8503006
3006;Zürich Oerlikon;2024-04-01;Ostermontag;Monday;ja;2104;Saisonal geschlossen;;08:00;18:00;;;;;SBB;3006-2024-04-01T00:00:00-2104;8503006
3006;Zürich Oerlikon;2024-04-01;Ostermontag;Monday;ja;2137;Beratungstermin für Bahnreisen und Services;ja;;;;;;;SBB;3006-2024-04-01T00:00:00-2137;8503006
3006;Zürich Oerlikon;2024-03-29;Karfreitag;Friday;ja;2137;Beratungstermin für Bahnreisen und Services;ja;;;;;;;SBB;3006-2024-03-29T00:00:00-2137;8503006
3101;Küsnacht ZH;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;3101-2024-05-09T00:00:00-9999;8503101
3101;Küsnacht ZH;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;3101-2024-04-01T00:00:00-9999;8503101
3104;Meilen;2024-05-01;Tag der Arbeit;Wednesday;ja;9999;Alle Services;ja;;;;;;;SBB;3104-2024-05-01T00:00:00-9999;8503104
3104;Meilen;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;3104-2024-03-31T00:00:00-9999;8503104
3107;Stäfa;2024-05-01;Tag der Arbeit;Wednesday;ja;9999;Alle Services;ja;;;;;;;SBB;3107-2024-05-01T00:00:00-9999;8503107
3110;Rapperswil;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;;08:00;17:00;;;;;SBB;3110-2024-05-09T00:00:00-9999;8503110
3116;Uznach;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;3116-2024-03-29T00:00:00-9999;8503116
3121;Rüti ZH;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;3121-2024-04-01T00:00:00-9999;8503121
3123;Wetzikon;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;;08:00;12:00;13:15;17:00;;;SBB;3123-2024-05-20T00:00:00-9999;8503123
3123;Wetzikon;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;;08:00;12:00;13:15;17:00;;;SBB;3123-2024-05-09T00:00:00-9999;8503123
3125;Uster;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;;08:00;18:00;;;;;SBB;3125-2024-08-01T00:00:00-9999;8503125
3126;Nänikon-Greifensee;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;3126-2024-05-20T00:00:00-9999;8503126
3128;Dübendorf;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;3128-2024-08-01T00:00:00-9999;8503128
3129;Wallisellen;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;3129-2024-04-01T00:00:00-9999;8503129
3129;Wallisellen;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;3129-2024-03-29T00:00:00-9999;8503129
3134;Bauma;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;3134-2024-08-01T00:00:00-9999;8503134
3134;Bauma;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;3134-2024-03-29T00:00:00-9999;8503134
3138;Wald;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;3138-2024-05-20T00:00:00-9999;8503138
3202;Thalwil;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;3202-2024-05-20T00:00:00-9999;8503202
